file	env	algo	atomgraph	time	clashes	eval
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	None	False	0	0	-3.786679141451491
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	39.587570905685425	0	-4.042376150808605
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	48.42815685272217	0	-4.043838353832262
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	46.64800810813904	0	-4.034934885790073
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	44.234127044677734	0	-4.04817983582972
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	39.811310052871704	0	-4.048354206461158
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	36.60787796974182	0	-4.041214712056895
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	56.892699003219604	0	-4.039469457318604
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	32.34259104728699	0	-4.042273654903315
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	34.6751549243927	0	-4.041417251298982
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	genetic_optimize	False	34.541147232055664	0	-4.0468600829061705
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9345982074737549	0	-3.9997816865633595
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9153318405151367	0	-3.9546011756140795
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9338531494140625	0	-3.9504256997065177
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9644849300384521	0	-3.95987040459566
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9354002475738525	0	-3.9260114518197424
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9204678535461426	0	-3.9483099522259937
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9347751140594482	0	-3.941315990523356
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9488658905029297	0	-3.9073456206700174
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9328570365905762	0	-3.927478207765863
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	swarm_optimize	False	0.9274430274963379	0	-3.975481298092137
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.5587611198425293	0	-3.8858475280591507
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.619776964187622	1	-3.8723085186141244
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.5799119472503662	0	-3.894151787818705
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.5876431465148926	0	-3.8857864615845736
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.5973842144012451	0	-3.907798660781251
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.6013970375061035	0	-3.831990617688504
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.587007999420166	0	-3.8992017401317436
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.5697989463806152	1	-3.878231779555716
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.576709270477295	0	-3.890796428960181
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	anneal_optimize	False	1.5873386859893799	0	-3.901535771003054
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	6.029577016830444	0	-4.031684866112386
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	2.857344150543213	2	-3.8973554943658617
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	2.677388906478882	0	-4.005839611475232
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	3.9348223209381104	0	-4.040152687437967
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	1.9758939743041992	1	-3.9840488411078208
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	5.042793035507202	2	-3.9422479681726976
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	3.1716079711914062	0	-3.899805684996051
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	2.8488850593566895	0	-4.008629571014771
/Users/noahhk/GIT/biobuild/biobuild/optimizers/_testing/files/PEP.json	DistanceRotatron	scipy_optimize	False	2.914713144302368	0	-3.9843641042673617
